market,latitude,longitude,year,month,temperature_mean,rainfall_monthly,humidity_mean
Karnal,29.68,76.98,2024,7,32.42,8.43,68.47
Karnal,29.68,76.98,2024,8,28.88,7.51,84.67
Karnal,29.68,76.98,2024,9,28.0,6.19,82.77
Karnal,29.68,76.98,2024,10,25.47,0.04,63.69
Karnal,29.68,76.98,2024,11,20.59,0.0,53.2
Karnal,29.68,76.98,2024,12,14.03,1.2,49.69
Karnal,29.68,76.98,2025,1,13.41,0.34,49.52
Karnal,29.68,76.98,2025,2,17.34,0.71,44.84
Karnal,29.68,76.98,2025,3,22.86,0.14,33.83
Karnal,29.68,76.98,2025,4,30.86,0.32,22.7
Karnal,29.68,76.98,2025,5,32.59,3.43,39.97
Karnal,29.68,76.98,2025,6,33.64,5.24,47.11
Karnal,29.68,76.98,2025,7,29.76,7.72,78.59
Karnal,29.68,76.98,2025,8,28.59,10.3,84.74
Karnal,29.68,76.98,2025,9,27.29,4.76,81.86
Karnal,29.68,76.98,2025,10,24.0,1.17,68.59
Karnal,29.68,76.98,2025,11,17.47,0.01,55.1
Karnal,29.68,76.98,2025,12,14.41,0.0,52.46
Kolkata,22.57,88.37,1994,1,18.82,0.35,56.6
Kolkata,22.57,88.37,1994,2,21.53,1.34,55.4
Kolkata,22.57,88.37,1994,3,28.25,0.61,54.79
Kolkata,22.57,88.37,1994,4,31.03,1.99,57.77
Kolkata,22.57,88.37,1994,5,32.27,2.81,62.66
Kolkata,22.57,88.37,1994,6,29.43,9.63,81.42
Kolkata,22.57,88.37,1994,7,28.14,10.01,88.63
Kolkata,22.57,88.37,1994,8,27.94,9.7,89.91
Kolkata,22.57,88.37,1994,9,27.09,3.65,85.96
Kolkata,22.57,88.37,1994,10,25.62,2.63,80.89
Kolkata,22.57,88.37,1994,11,21.83,0.68,70.2
Kolkata,22.57,88.37,1994,12,17.95,0.0,53.64
Kolkata,22.57,88.37,1995,1,18.29,0.37,44.58
Kolkata,22.57,88.37,1995,2,23.08,1.08,52.03
Kolkata,22.57,88.37,1995,3,28.01,0.49,46.77
Kolkata,22.57,88.37,1995,4,32.9,0.41,49.14
Kolkata,22.57,88.37,1995,5,30.64,7.07,70.73
Kolkata,22.57,88.37,1995,6,29.22,6.38,83.74
Kolkata,22.57,88.37,1995,7,28.14,9.28,89.22
Kolkata,22.57,88.37,1995,8,27.87,8.23,90.99
Kolkata,22.57,88.37,1995,9,27.5,13.09,90.52
Kolkata,22.57,88.37,1995,10,25.58,2.53,85.06
Kolkata,22.57,88.37,1995,11,21.34,5.25,79.25
Kolkata,22.57,88.37,1995,12,17.53,0.01,71.78
Kolkata,22.57,88.37,1996,1,18.35,0.51,67.55
Kolkata,22.57,88.37,1996,2,21.73,0.28,59.18
Kolkata,22.57,88.37,1996,3,28.72,0.21,53.54
Kolkata,22.57,88.37,1996,4,31.7,1.28,53.91
Kolkata,22.57,88.37,1996,5,32.97,0.83,59.07
Kolkata,22.57,88.37,1996,6,30.02,6.9,74.54
Kolkata,22.57,88.37,1996,7,28.66,6.22,85.67
Kolkata,22.57,88.37,1996,8,27.66,13.81,89.91
Kolkata,22.57,88.37,1996,9,27.65,3.38,88.2
Kolkata,22.57,88.37,1996,10,25.16,4.57,79.24
Kolkata,22.57,88.37,1996,11,20.95,0.0,68.71
Kolkata,22.57,88.37,1996,12,17.2,0.0,53.67
Kolkata,22.57,88.37,1997,1,18.54,0.74,48.89
Kolkata,22.57,88.37,1997,2,22.3,0.58,51.9
Kolkata,22.57,88.37,1997,3,28.66,2.03,56.62
Kolkata,22.57,88.37,1997,4,28.17,4.3,68.93
Kolkata,22.57,88.37,1997,5,31.63,3.34,63.73
Kolkata,22.57,88.37,1997,6,30.05,5.64,76.98
Kolkata,22.57,88.37,1997,7,28.31,11.94,89.72
Kolkata,22.57,88.37,1997,8,28.02,14.98,90.73
Kolkata,22.57,88.37,1997,9,27.28,6.22,89.95
Kolkata,22.57,88.37,1997,10,25.59,0.48,77.87
Kolkata,22.57,88.37,1997,11,23.21,0.36,76.47
Kolkata,22.57,88.37,1997,12,18.3,0.45,74.29
Kolkata,22.57,88.37,1998,1,17.75,1.21,64.94
Kolkata,22.57,88.37,1998,2,22.23,1.22,58.4
Kolkata,22.57,88.37,1998,3,25.13,5.31,59.06
Kolkata,22.57,88.37,1998,4,29.86,1.09,65.86
Kolkata,22.57,88.37,1998,5,32.2,2.62,65.43
Kolkata,22.57,88.37,1998,6,30.69,4.98,78.14
Kolkata,22.57,88.37,1998,7,28.98,7.7,86.58
Kolkata,22.57,88.37,1998,8,28.26,8.52,89.85
Kolkata,22.57,88.37,1998,9,27.65,8.25,90.13
Kolkata,22.57,88.37,1998,10,26.96,5.13,85.49
Kolkata,22.57,88.37,1998,11,22.85,4.28,83.88
Kolkata,22.57,88.37,1998,12,17.2,0.0,74.57
Kolkata,22.57,88.37,1999,1,16.66,0.0,64.41
Kolkata,22.57,88.37,1999,2,22.9,0.0,50.45
Kolkata,22.57,88.37,1999,3,28.26,0.18,45.38
Kolkata,22.57,88.37,1999,4,32.31,0.03,57.38
Kolkata,22.57,88.37,1999,5,31.4,3.66,66.71
Kolkata,22.57,88.37,1999,6,29.61,7.65,78.23
Kolkata,22.57,88.37,1999,7,28.27,10.5,88.67
Kolkata,22.57,88.37,1999,8,27.85,11.33,90.45
Kolkata,22.57,88.37,1999,9,27.19,16.04,91.78
Kolkata,22.57,88.37,1999,10,25.86,7.35,88.95
Kolkata,22.57,88.37,1999,11,20.92,0.07,76.13
Kolkata,22.57,88.37,1999,12,18.18,0.01,75.04
Kolkata,22.57,88.37,2000,1,17.65,0.11,62.4
Kolkata,22.57,88.37,2000,2,21.34,1.34,63.65
Kolkata,22.57,88.37,2000,3,27.02,0.06,49.62
Kolkata,22.57,88.37,2000,4,30.87,2.34,64.9
Kolkata,22.57,88.37,2000,5,29.5,6.88,78.51
Kolkata,22.57,88.37,2000,6,28.74,7.48,86.21
Kolkata,22.57,88.37,2000,7,28.34,9.95,87.19
Kolkata,22.57,88.37,2000,8,28.09,7.6,89.04
Kolkata,22.57,88.37,2000,9,27.38,6.85,89.6
Kolkata,22.57,88.37,2000,10,26.27,3.91,83.0
Kolkata,22.57,88.37,2000,11,22.79,0.02,73.78
Kolkata,22.57,88.37,2000,12,17.24,0.0,64.47
Kolkata,22.57,88.37,2001,1,16.72,0.0,54.25
Kolkata,22.57,88.37,2001,2,23.04,0.33,47.97
Kolkata,22.57,88.37,2001,3,28.09,0.9,49.95
Kolkata,22.57,88.37,2001,4,31.43,1.08,56.33
Kolkata,22.57,88.37,2001,5,31.01,8.27,71.65
Kolkata,22.57,88.37,2001,6,28.29,11.25,87.95
Kolkata,22.57,88.37,2001,7,28.14,8.65,89.78
Kolkata,22.57,88.37,2001,8,28.17,8.2,90.81
Kolkata,22.57,88.37,2001,9,27.66,6.75,89.09
Kolkata,22.57,88.37,2001,10,26.37,6.23,88.08
Kolkata,22.57,88.37,2001,11,23.08,0.62,79.13
Kolkata,22.57,88.37,2001,12,16.84,0.0,72.83
Kolkata,22.57,88.37,2002,1,18.24,0.62,70.88
Kolkata,22.57,88.37,2002,2,21.64,0.01,56.17
Kolkata,22.57,88.37,2002,3,27.79,0.76,53.53
Kolkata,22.57,88.37,2002,4,31.06,1.44,62.19
Kolkata,22.57,88.37,2002,5,32.85,5.28,61.94
Kolkata,22.57,88.37,2002,6,29.26,8.18,84.83
Kolkata,22.57,88.37,2002,7,28.72,7.31,87.8
Kolkata,22.57,88.37,2002,8,27.86,10.16,90.11
Kolkata,22.57,88.37,2002,9,27.28,6.99,89.98
Kolkata,22.57,88.37,2002,10,25.48,2.61,81.09
Kolkata,22.57,88.37,2002,11,21.4,2.14,80.18
Kolkata,22.57,88.37,2002,12,18.04,0.01,69.06
Kolkata,22.57,88.37,2003,1,16.06,0.0,61.05
Kolkata,22.57,88.37,2003,2,23.21,0.3,57.71
Kolkata,22.57,88.37,2003,3,26.2,3.88,58.63
Kolkata,22.57,88.37,2003,4,31.48,0.5,62.05
Kolkata,22.57,88.37,2003,5,32.74,2.76,59.41
Kolkata,22.57,88.37,2003,6,30.37,9.49,77.14
Kolkata,22.57,88.37,2003,7,28.55,8.01,88.25
Kolkata,22.57,88.37,2003,8,28.47,5.93,88.73
Kolkata,22.57,88.37,2003,9,27.75,4.78,89.84
Kolkata,22.57,88.37,2003,10,26.54,9.9,86.34
Kolkata,22.57,88.37,2003,11,21.35,0.33,76.96
Kolkata,22.57,88.37,2003,12,17.33,0.55,78.24
Kolkata,22.57,88.37,2004,1,16.93,0.04,70.49
Kolkata,22.57,88.37,2004,2,20.61,0.04,58.04
Kolkata,22.57,88.37,2004,3,28.12,0.24,52.39
Kolkata,22.57,88.37,2004,4,31.1,2.55,63.32
Kolkata,22.57,88.37,2004,5,32.8,1.67,61.22
Kolkata,22.57,88.37,2004,6,29.55,9.39,81.18
Kolkata,22.57,88.37,2004,7,28.42,5.93,86.65
Kolkata,22.57,88.37,2004,8,28.09,9.08,89.97
Kolkata,22.57,88.37,2004,9,27.27,9.82,90.8
Kolkata,22.57,88.37,2004,10,24.98,6.88,84.95
Kolkata,22.57,88.37,2004,11,21.41,0.0,74.99
Kolkata,22.57,88.37,2004,12,18.75,0.0,75.85
Kolkata,22.57,88.37,2005,1,17.95,0.91,69.26
Kolkata,22.57,88.37,2005,2,23.18,0.08,59.24
Kolkata,22.57,88.37,2005,3,28.23,1.71,60.71
Kolkata,22.57,88.37,2005,4,31.01,1.42,59.18
Kolkata,22.57,88.37,2005,5,31.35,4.12,69.1
Kolkata,22.57,88.37,2005,6,31.19,4.24,73.06
Kolkata,22.57,88.37,2005,7,28.64,8.86,86.03
Kolkata,22.57,88.37,2005,8,28.6,9.49,87.15
Kolkata,22.57,88.37,2005,9,27.61,5.84,90.18
Kolkata,22.57,88.37,2005,10,26.1,9.93,87.94
Kolkata,22.57,88.37,2005,11,20.44,0.01,76.78
Kolkata,22.57,88.37,2005,12,17.19,0.15,76.6
Kolkata,22.57,88.37,2006,1,17.37,0.0,62.52
Kolkata,22.57,88.37,2006,2,23.68,0.0,57.51
Kolkata,22.57,88.37,2006,3,28.29,0.27,48.18
Kolkata,22.57,88.37,2006,4,31.42,2.08,59.15
Kolkata,22.57,88.37,2006,5,30.71,4.82,70.17
Kolkata,22.57,88.37,2006,6,29.12,5.45,84.63
Kolkata,22.57,88.37,2006,7,28.52,13.11,88.52
Kolkata,22.57,88.37,2006,8,27.95,10.19,89.66
Kolkata,22.57,88.37,2006,9,27.44,12.52,90.08
Kolkata,22.57,88.37,2006,10,26.32,1.47,82.8
Kolkata,22.57,88.37,2006,11,22.06,0.29,79.4
Kolkata,22.57,88.37,2006,12,18.0,0.0,73.51
Kolkata,22.57,88.37,2007,1,17.01,0.06,61.35
Kolkata,22.57,88.37,2007,2,21.8,1.97,63.38
Kolkata,22.57,88.37,2007,3,26.06,0.63,52.55
Kolkata,22.57,88.37,2007,4,31.41,1.07,58.61
Kolkata,22.57,88.37,2007,5,31.82,2.4,62.98
Kolkata,22.57,88.37,2007,6,29.93,8.8,80.51
Kolkata,22.57,88.37,2007,7,28.24,19.33,89.81
Kolkata,22.57,88.37,2007,8,28.01,8.31,89.88
Kolkata,22.57,88.37,2007,9,27.43,16.18,91.45
Kolkata,22.57,88.37,2007,10,25.55,4.27,83.04
Kolkata,22.57,88.37,2007,11,21.96,1.31,82.68
Kolkata,22.57,88.37,2007,12,16.37,0.0,76.74
Kolkata,22.57,88.37,2008,1,16.93,1.88,71.92
Kolkata,22.57,88.37,2008,2,19.19,0.66,65.02
Kolkata,22.57,88.37,2008,3,27.08,0.3,61.16
Kolkata,22.57,88.37,2008,4,29.83,2.51,62.84
Kolkata,22.57,88.37,2008,5,31.48,4.12,66.92
Kolkata,22.57,88.37,2008,6,28.59,11.39,85.7
Kolkata,22.57,88.37,2008,7,28.08,9.91,90.3
Kolkata,22.57,88.37,2008,8,27.95,7.97,90.07
Kolkata,22.57,88.37,2008,9,27.22,8.89,89.94
Kolkata,22.57,88.37,2008,10,25.72,3.47,82.61
Kolkata,22.57,88.37,2008,11,22.08,0.0,78.59
Kolkata,22.57,88.37,2008,12,19.48,0.06,76.7
Kolkata,22.57,88.37,2009,1,19.12,0.03,69.05
Kolkata,22.57,88.37,2009,2,22.81,0.09,48.47
Kolkata,22.57,88.37,2009,3,27.8,1.11,45.18
Kolkata,22.57,88.37,2009,4,32.27,0.07,52.76
Kolkata,22.57,88.37,2009,5,30.32,8.44,73.21
Kolkata,22.57,88.37,2009,6,30.14,3.39,80.0
Kolkata,22.57,88.37,2009,7,29.02,8.87,85.06
Kolkata,22.57,88.37,2009,8,28.16,12.8,89.7
Kolkata,22.57,88.37,2009,9,27.73,11.56,89.83
Kolkata,22.57,88.37,2009,10,24.94,3.28,81.8
Kolkata,22.57,88.37,2009,11,22.12,0.96,78.7
Kolkata,22.57,88.37,2009,12,18.08,0.02,71.96
Kolkata,22.57,88.37,2010,1,16.38,0.0,62.53
Kolkata,22.57,88.37,2010,2,22.06,0.8,53.07
Kolkata,22.57,88.37,2010,3,29.13,0.37,50.84
Kolkata,22.57,88.37,2010,4,32.76,0.7,58.61
Kolkata,22.57,88.37,2010,5,30.81,5.92,73.82
Kolkata,22.57,88.37,2010,6,30.12,6.8,81.53
Kolkata,22.57,88.37,2010,7,28.77,6.93,85.68
Kolkata,22.57,88.37,2010,8,28.36,6.78,86.49
Kolkata,22.57,88.37,2010,9,27.73,10.17,88.21
Kolkata,22.57,88.37,2010,10,26.52,4.08,84.0
Kolkata,22.57,88.37,2010,11,24.19,0.19,76.7
Kolkata,22.57,88.37,2010,12,17.97,1.67,71.82
Kolkata,22.57,88.37,2011,1,17.05,0.03,61.78
Kolkata,22.57,88.37,2011,2,22.21,0.24,51.49
Kolkata,22.57,88.37,2011,3,27.94,0.75,53.86
Kolkata,22.57,88.37,2011,4,30.17,2.22,60.22
Kolkata,22.57,88.37,2011,5,30.69,5.92,72.95
Kolkata,22.57,88.37,2011,6,29.58,12.37,81.51
Kolkata,22.57,88.37,2011,7,28.28,8.65,87.29
Kolkata,22.57,88.37,2011,8,27.78,14.72,90.84
Kolkata,22.57,88.37,2011,9,27.49,9.66,90.76
Kolkata,22.57,88.37,2011,10,26.59,1.39,80.58
Kolkata,22.57,88.37,2011,11,22.37,0.04,76.73
Kolkata,22.57,88.37,2011,12,17.83,0.17,73.41
Kolkata,22.57,88.37,2012,1,18.35,1.74,70.52
Kolkata,22.57,88.37,2012,2,21.37,0.42,55.31
Kolkata,22.57,88.37,2012,3,27.51,0.13,47.96
Kolkata,22.57,88.37,2012,4,31.08,3.11,62.3
Kolkata,22.57,88.37,2012,5,31.97,2.26,65.13
Kolkata,22.57,88.37,2012,6,31.53,3.47,72.22
Kolkata,22.57,88.37,2012,7,29.08,8.74,83.46
Kolkata,22.57,88.37,2012,8,28.32,7.94,87.96
Kolkata,22.57,88.37,2012,9,27.63,7.57,88.98
Kolkata,22.57,88.37,2012,10,24.32,1.69,83.55
Kolkata,22.57,88.37,2012,11,20.16,1.96,78.15
Kolkata,22.57,88.37,2012,12,16.07,0.61,72.32
Kolkata,22.57,88.37,2013,1,15.91,0.11,60.57
Kolkata,22.57,88.37,2013,2,21.36,0.37,48.53
Kolkata,22.57,88.37,2013,3,27.81,0.29,48.29
Kolkata,22.57,88.37,2013,4,31.51,1.89,56.01
Kolkata,22.57,88.37,2013,5,31.18,6.41,71.87
Kolkata,22.57,88.37,2013,6,29.11,9.96,84.65
Kolkata,22.57,88.37,2013,7,28.77,9.12,86.64
Kolkata,22.57,88.37,2013,8,27.94,12.4,89.48
Kolkata,22.57,88.37,2013,9,27.76,9.08,89.53
Kolkata,22.57,88.37,2013,10,26.18,11.85,88.15
Kolkata,22.57,88.37,2013,11,20.9,0.0,80.77
Kolkata,22.57,88.37,2013,12,18.11,0.0,76.77
Kolkata,22.57,88.37,2014,1,16.73,0.01,71.76
Kolkata,22.57,88.37,2014,2,20.43,1.16,65.29
Kolkata,22.57,88.37,2014,3,26.5,0.68,56.36
Kolkata,22.57,88.37,2014,4,32.93,0.11,47.47
Kolkata,22.57,88.37,2014,5,32.62,4.28,61.32
Kolkata,22.57,88.37,2014,6,30.6,8.19,80.34
Kolkata,22.57,88.37,2014,7,28.98,9.02,87.27
Kolkata,22.57,88.37,2014,8,28.3,9.04,89.49
Kolkata,22.57,88.37,2014,9,27.91,7.31,87.24
Kolkata,22.57,88.37,2014,10,26.12,2.43,80.32
Kolkata,22.57,88.37,2014,11,20.96,0.0,71.72
Kolkata,22.57,88.37,2014,12,16.33,0.25,67.77
Kolkata,22.57,88.37,2015,1,17.66,1.32,66.43
Kolkata,22.57,88.37,2015,2,22.23,0.36,59.64
Kolkata,22.57,88.37,2015,3,27.12,1.5,50.1
Kolkata,22.57,88.37,2015,4,29.51,3.57,67.09
Kolkata,22.57,88.37,2015,5,31.31,1.69,69.76
Kolkata,22.57,88.37,2015,6,30.12,7.35,76.88
Kolkata,22.57,88.37,2015,7,28.31,22.48,89.67
Kolkata,22.57,88.37,2015,8,28.37,7.19,89.03
Kolkata,22.57,88.37,2015,9,28.1,6.79,86.38
Kolkata,22.57,88.37,2015,10,26.68,0.79,79.01
Kolkata,22.57,88.37,2015,11,23.36,0.02,73.63
Kolkata,22.57,88.37,2015,12,19.91,0.29,67.2
Kolkata,22.57,88.37,2016,1,19.49,0.2,58.33
Kolkata,22.57,88.37,2016,2,25.12,2.59,59.64
Kolkata,22.57,88.37,2016,3,28.19,0.59,62.32
Kolkata,22.57,88.37,2016,4,33.32,0.15,55.21
Kolkata,22.57,88.37,2016,5,32.02,5.32,64.11
Kolkata,22.57,88.37,2016,6,29.94,5.02,78.82
Kolkata,22.57,88.37,2016,7,28.56,12.38,86.3
Kolkata,22.57,88.37,2016,8,28.23,14.9,88.58
Kolkata,22.57,88.37,2016,9,27.72,8.18,89.38
Kolkata,22.57,88.37,2016,10,26.08,2.36,83.15
Kolkata,22.57,88.37,2016,11,21.23,1.51,79.25
Kolkata,22.57,88.37,2016,12,17.8,0.0,76.55
Kolkata,22.57,88.37,2017,1,17.95,0.08,65.98
Kolkata,22.57,88.37,2017,2,22.66,0.0,56.34
Kolkata,22.57,88.37,2017,3,26.55,2.13,60.85
Kolkata,22.57,88.37,2017,4,31.01,0.81,63.64
Kolkata,22.57,88.37,2017,5,32.02,3.31,65.3
Kolkata,22.57,88.37,2017,6,30.19,7.33,78.03
Kolkata,22.57,88.37,2017,7,28.51,22.01,88.49
Kolkata,22.57,88.37,2017,8,28.25,9.59,89.71
Kolkata,22.57,88.37,2017,9,28.04,7.52,89.25
Kolkata,22.57,88.37,2017,10,26.7,9.07,85.71
Kolkata,22.57,88.37,2017,11,21.68,1.18,78.83
Kolkata,22.57,88.37,2017,12,18.5,0.83,78.67
Kolkata,22.57,88.37,2018,1,15.63,0.0,65.05
Kolkata,22.57,88.37,2018,2,21.61,0.07,62.95
Kolkata,22.57,88.37,2018,3,27.53,0.19,55.07
Kolkata,22.57,88.37,2018,4,29.5,3.67,67.35
Kolkata,22.57,88.37,2018,5,30.79,2.87,69.33
Kolkata,22.57,88.37,2018,6,29.79,8.87,79.95
Kolkata,22.57,88.37,2018,7,29.02,11.44,85.95
Kolkata,22.57,88.37,2018,8,28.48,9.29,88.4
Kolkata,22.57,88.37,2018,9,27.98,7.2,87.46
Kolkata,22.57,88.37,2018,10,25.93,2.49,76.97
Kolkata,22.57,88.37,2018,11,22.73,0.15,73.81
Kolkata,22.57,88.37,2018,12,17.34,0.62,67.56
Kolkata,22.57,88.37,2019,1,17.93,0.0,56.33
Kolkata,22.57,88.37,2019,2,22.64,4.49,55.32
Kolkata,22.57,88.37,2019,3,25.83,1.55,66.68
Kolkata,22.57,88.37,2019,4,30.85,1.57,62.81
Kolkata,22.57,88.37,2019,5,32.02,3.4,66.7
Kolkata,22.57,88.37,2019,6,31.43,3.31,73.44
Kolkata,22.57,88.37,2019,7,29.99,5.56,78.64
Kolkata,22.57,88.37,2019,8,28.89,12.2,86.01
Kolkata,22.57,88.37,2019,9,27.82,10.66,89.15
Kolkata,22.57,88.37,2019,10,26.16,6.42,85.2
Kolkata,22.57,88.37,2019,11,22.49,3.96,82.66
Kolkata,22.57,88.37,2019,12,17.64,0.36,79.25
Kolkata,22.57,88.37,2020,1,16.79,1.45,74.68
Kolkata,22.57,88.37,2020,2,19.3,0.26,66.58
Kolkata,22.57,88.37,2020,3,25.53,1.72,64.97
Kolkata,22.57,88.37,2020,4,30.23,2.93,60.24
Kolkata,22.57,88.37,2020,5,30.12,9.61,72.88
Kolkata,22.57,88.37,2020,6,29.15,9.51,85.31
Kolkata,22.57,88.37,2020,7,28.8,8.33,87.44
Kolkata,22.57,88.37,2020,8,28.69,12.88,89.43
Kolkata,22.57,88.37,2020,9,28.2,4.96,89.31
Kolkata,22.57,88.37,2020,10,27.21,3.46,86.68
Kolkata,22.57,88.37,2020,11,21.93,0.28,79.92
Kolkata,22.57,88.37,2020,12,18.03,0.0,73.36
Kolkata,22.57,88.37,2021,1,18.54,0.01,66.14
Kolkata,22.57,88.37,2021,2,22.21,0.03,51.52
Kolkata,22.57,88.37,2021,3,29.4,0.07,47.94
Kolkata,22.57,88.37,2021,4,31.55,0.98,54.73
Kolkata,22.57,88.37,2021,5,30.85,8.99,70.22
Kolkata,22.57,88.37,2021,6,28.77,12.71,86.25
Kolkata,22.57,88.37,2021,7,28.72,15.64,88.15
Kolkata,22.57,88.37,2021,8,28.19,9.58,90.73
Kolkata,22.57,88.37,2021,9,27.62,19.32,90.25
Kolkata,22.57,88.37,2021,10,26.81,6.94,86.63
Kolkata,22.57,88.37,2021,11,22.15,0.45,82.88
Kolkata,22.57,88.37,2021,12,18.31,3.33,82.3
Kolkata,22.57,88.37,2022,1,17.07,0.89,78.66
Kolkata,22.57,88.37,2022,2,19.9,1.76,70.49
Kolkata,22.57,88.37,2022,3,26.25,0.03,64.22
Kolkata,22.57,88.37,2022,4,31.95,0.24,61.03
Kolkata,22.57,88.37,2022,5,30.68,5.68,71.13
Kolkata,22.57,88.37,2022,6,29.88,4.14,78.37
Kolkata,22.57,88.37,2022,7,28.89,7.31,84.03
Kolkata,22.57,88.37,2022,8,28.45,10.79,87.3
Kolkata,22.57,88.37,2022,9,27.97,8.17,89.22
Kolkata,22.57,88.37,2022,10,26.01,4.47,86.07
Kolkata,22.57,88.37,2022,11,21.09,0.0,77.16
Kolkata,22.57,88.37,2022,12,18.27,0.0,71.93
Kolkata,22.57,88.37,2023,1,18.77,0.0,63.59
Kolkata,22.57,88.37,2023,2,23.08,0.03,52.11
Kolkata,22.57,88.37,2023,3,27.67,1.75,53.75
Kolkata,22.57,88.37,2023,4,31.65,1.81,49.63
Kolkata,22.57,88.37,2023,5,32.09,3.09,61.15
Kolkata,22.57,88.37,2023,6,31.94,7.32,69.91
Kolkata,22.57,88.37,2023,7,29.58,7.32,84.29
Kolkata,22.57,88.37,2023,8,28.86,9.76,85.99
Kolkata,22.57,88.37,2023,9,28.33,10.61,89.58
Kolkata,22.57,88.37,2023,10,26.31,4.34,82.74
Kolkata,22.57,88.37,2023,11,22.44,0.25,80.9
Kolkata,22.57,88.37,2023,12,18.59,1.4,79.05
Kolkata,22.57,88.37,2024,1,16.54,0.5,71.52
Kolkata,22.57,88.37,2024,2,22.07,0.73,61.85
Kolkata,22.57,88.37,2024,3,27.03,1.42,56.18
Kolkata,22.57,88.37,2024,4,33.7,0.1,45.32
Kolkata,22.57,88.37,2024,5,31.79,8.54,66.91
Kolkata,22.57,88.37,2024,6,30.64,3.42,79.28
Kolkata,22.57,88.37,2024,7,29.54,9.82,85.04
Kolkata,22.57,88.37,2024,8,28.31,15.32,90.18
Kolkata,22.57,88.37,2024,9,28.31,13.43,90.2
Kolkata,22.57,88.37,2024,10,27.2,7.62,88.14
Kolkata,22.57,88.37,2024,11,22.61,0.21,79.45
Kolkata,22.57,88.37,2024,12,18.25,0.24,78.61
Kolkata,22.57,88.37,2025,1,17.76,0.0,74.4
Kolkata,22.57,88.37,2025,2,22.94,0.82,65.25
Kolkata,22.57,88.37,2025,3,27.73,0.61,58.76
Kolkata,22.57,88.37,2025,4,30.81,2.09,62.56
Kolkata,22.57,88.37,2025,5,31.0,5.73,69.07
Kolkata,22.57,88.37,2025,6,29.87,8.57,79.81
Kolkata,22.57,88.37,2025,7,28.69,15.0,88.12
Kolkata,22.57,88.37,2025,8,28.13,9.44,89.84
Kolkata,22.57,88.37,2025,9,27.96,8.25,89.24
Kolkata,22.57,88.37,2025,10,26.6,6.21,85.98
Kolkata,22.57,88.37,2025,11,20.59,0.09,81.37
Kolkata,22.57,88.37,2025,12,16.07,0.0,81.58
Kota,25.18,75.83,1994,1,17.89,0.95,45.69
Kota,25.18,75.83,1994,2,18.8,0.11,26.14
Kota,25.18,75.83,1994,3,27.13,0.0,16.33
Kota,25.18,75.83,1994,4,29.98,0.27,21.03
Kota,25.18,75.83,1994,5,35.68,0.08,20.07
Kota,25.18,75.83,1994,6,34.15,3.21,44.66
Kota,25.18,75.83,1994,7,27.39,9.32,82.72
Kota,25.18,75.83,1994,8,26.45,7.15,86.5
Kota,25.18,75.83,1994,9,25.3,2.97,77.2
Kota,25.18,75.83,1994,10,24.49,0.01,49.58
Kota,25.18,75.83,1994,11,21.25,0.01,37.22
Kota,25.18,75.83,1994,12,17.37,0.0,26.19
Kota,25.18,75.83,1995,1,14.64,0.84,42.41
Kota,25.18,75.83,1995,2,19.91,0.09,29.85
Kota,25.18,75.83,1995,3,23.99,0.53,27.05
Kota,25.18,75.83,1995,4,29.6,0.01,19.94
Kota,25.18,75.83,1995,5,34.58,0.05,18.58
Kota,25.18,75.83,1995,6,36.06,0.73,31.92
Kota,25.18,75.83,1995,7,30.63,9.97,64.14
Kota,25.18,75.83,1995,8,26.96,8.94,84.38
Kota,25.18,75.83,1995,9,26.82,1.95,71.44
Kota,25.18,75.83,1995,10,26.17,0.15,55.42
Kota,25.18,75.83,1995,11,21.17,0.0,35.75
Kota,25.18,75.83,1995,12,18.1,0.47,39.54
Kota,25.18,75.83,1996,1,16.11,0.41,43.7
Kota,25.18,75.83,1996,2,19.77,0.16,29.0
Kota,25.18,75.83,1996,3,26.73,0.21,26.0
Kota,25.18,75.83,1996,4,30.6,0.03,15.73
Kota,25.18,75.83,1996,5,34.16,0.13,23.22
Kota,25.18,75.83,1996,6,34.72,1.22,37.74
Kota,25.18,75.83,1996,7,30.35,8.6,66.13
Kota,25.18,75.83,1996,8,26.49,9.94,84.78
Kota,25.18,75.83,1996,9,26.3,3.12,77.54
Kota,25.18,75.83,1996,10,23.65,0.48,65.09
Kota,25.18,75.83,1996,11,20.07,0.0,44.37
Kota,25.18,75.83,1996,12,16.69,0.0,33.44
Kota,25.18,75.83,1997,1,15.64,0.05,30.82
Kota,25.18,75.83,1997,2,19.09,0.0,18.71
Kota,25.18,75.83,1997,3,25.29,0.03,22.28
Kota,25.18,75.83,1997,4,28.12,0.61,27.51
Kota,25.18,75.83,1997,5,32.85,0.22,24.74
Kota,25.18,75.83,1997,6,32.27,2.34,49.74
Kota,25.18,75.83,1997,7,30.29,4.83,66.57
Kota,25.18,75.83,1997,8,27.05,10.81,81.52
Kota,25.18,75.83,1997,9,26.91,1.3,76.62
Kota,25.18,75.83,1997,10,24.68,1.04,63.19
Kota,25.18,75.83,1997,11,21.93,0.51,60.26
Kota,25.18,75.83,1997,12,15.85,0.57,65.81
Kota,25.18,75.83,1998,1,15.46,0.01,39.71
Kota,25.18,75.83,1998,2,18.71,0.15,30.5
Kota,25.18,75.83,1998,3,24.07,0.17,25.57
Kota,25.18,75.83,1998,4,31.63,0.02,20.13
